Voting_Preference,State_Code_FIPS,Year_of_Study,Thermometer_Liberals,Thermometer_Conservatives,Thermometer_Gays_and_Lesbians,Thermometer_Feminists
refused to say,18.0,2002,40.0,80.0,50.0,60.0
refused to say,24.0,2002,45.0,55.0,98.0,45.0
refused to say,51.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,90.0,45.0,80.0,80.0
refused to say,20.0,2002,99.0,99.0,99.0,99.0
refused to say,24.0,2002,50.0,50.0,40.0,70.0
refused to say,45.0,2002,50.0,75.0,99.0,99.0
refused to say,17.0,2002,50.0,50.0,50.0,50.0
refused to say,50.0,2002,60.0,80.0,50.0,50.0
refused to say,34.0,2002,40.0,40.0,50.0,40.0
refused to say,51.0,2002,0.0,75.0,49.0,39.0
refused to say,48.0,2002,70.0,80.0,50.0,85.0
refused to say,48.0,2002,33.0,46.0,57.0,57.0
refused to say,33.0,2002,50.0,75.0,50.0,50.0
refused to say,6.0,2002,75.0,60.0,70.0,70.0
refused to say,13.0,2002,35.0,90.0,35.0,40.0
refused to say,6.0,2002,65.0,65.0,75.0,40.0
refused to say,13.0,2002,60.0,55.0,55.0,60.0
refused to say,34.0,2002,40.0,90.0,20.0,40.0
refused to say,49.0,2002,97.0,0.0,97.0,97.0
refused to say,39.0,2002,45.0,50.0,75.0,60.0
refused to say,17.0,2002,90.0,60.0,80.0,80.0
refused to say,21.0,2002,0.0,0.0,0.0,75.0
refused to say,42.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,17.0,2002,20.0,50.0,0.0,50.0
refused to say,22.0,2002,80.0,20.0,50.0,50.0
refused to say,37.0,2002,40.0,50.0,0.0,0.0
refused to say,41.0,2002,50.0,50.0,50.0,45.0
refused to say,42.0,2002,99.0,99.0,99.0,99.0
refused to say,42.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,50.0,50.0,50.0,97.0
refused to say,27.0,2002,90.0,40.0,75.0,80.0
refused to say,48.0,2002,50.0,50.0,80.0,80.0
refused to say,4.0,2002,50.0,70.0,20.0,40.0
refused to say,6.0,2002,98.0,98.0,0.0,0.0
refused to say,12.0,2002,40.0,80.0,50.0,50.0
refused to say,25.0,2002,64.0,44.0,80.0,97.0
refused to say,40.0,2002,99.0,99.0,99.0,99.0
refused to say,41.0,2002,75.0,20.0,99.0,99.0
refused to say,55.0,2002,60.0,55.0,50.0,30.0
refused to say,24.0,2002,75.0,50.0,97.0,97.0
refused to say,48.0,2002,50.0,50.0,20.0,40.0
refused to say,37.0,2002,75.0,97.0,97.0,97.0
refused to say,24.0,2002,80.0,90.0,70.0,90.0
refused to say,1.0,2002,75.0,70.0,55.0,80.0
refused to say,42.0,2002,20.0,60.0,50.0,40.0
refused to say,53.0,2002,99.0,99.0,99.0,99.0
refused to say,1.0,2002,50.0,50.0,20.0,20.0
refused to say,48.0,2002,99.0,99.0,99.0,99.0
refused to say,22.0,2002,75.0,75.0,85.0,85.0
refused to say,19.0,2002,60.0,30.0,70.0,80.0
refused to say,36.0,2002,50.0,70.0,50.0,30.0
refused to say,37.0,2002,50.0,25.0,50.0,35.0
refused to say,36.0,2002,65.0,50.0,60.0,60.0
refused to say,19.0,2002,2.0,95.0,0.0,10.0
refused to say,42.0,2002,40.0,90.0,45.0,50.0
refused to say,25.0,2002,25.0,90.0,10.0,50.0
refused to say,17.0,2002,50.0,75.0,80.0,80.0
refused to say,28.0,2002,25.0,75.0,40.0,75.0
refused to say,51.0,2002,50.0,50.0,50.0,50.0
refused to say,36.0,2002,55.0,40.0,20.0,30.0
refused to say,40.0,2002,50.0,50.0,50.0,97.0
refused to say,20.0,2002,75.0,25.0,75.0,85.0
refused to say,22.0,2002,0.0,97.0,0.0,30.0
refused to say,45.0,2002,80.0,70.0,80.0,70.0
refused to say,34.0,2002,50.0,50.0,50.0,97.0
refused to say,53.0,2002,55.0,45.0,50.0,50.0
refused to say,6.0,2002,60.0,60.0,60.0,50.0
refused to say,6.0,2002,40.0,80.0,20.0,50.0
refused to say,24.0,2002,30.0,70.0,50.0,70.0
refused to say,36.0,2002,60.0,85.0,75.0,50.0
refused to say,5.0,2002,60.0,60.0,50.0,75.0
refused to say,36.0,2002,75.0,50.0,80.0,75.0
refused to say,55.0,2002,50.0,50.0,25.0,50.0
refused to say,48.0,2002,99.0,99.0,99.0,99.0
refused to say,49.0,2002,35.0,65.0,35.0,45.0
refused to say,39.0,2002,15.0,85.0,50.0,10.0
refused to say,40.0,2002,90.0,97.0,97.0,97.0
refused to say,18.0,2002,10.0,60.0,0.0,20.0
refused to say,12.0,2002,50.0,50.0,97.0,97.0
refused to say,51.0,2002,80.0,40.0,70.0,70.0
refused to say,51.0,2002,99.0,99.0,99.0,99.0
refused to say,33.0,2002,50.0,60.0,20.0,50.0
refused to say,31.0,2002,40.0,50.0,50.0,45.0
refused to say,6.0,2002,50.0,70.0,0.0,5.0
refused to say,8.0,2002,80.0,30.0,90.0,75.0
refused to say,21.0,2002,60.0,0.0,0.0,0.0
refused to say,48.0,2002,50.0,50.0,50.0,45.0
refused to say,39.0,2002,40.0,80.0,85.0,85.0
refused to say,8.0,2002,99.0,99.0,99.0,99.0
refused to say,33.0,2002,50.0,60.0,50.0,50.0
refused to say,19.0,2002,99.0,99.0,99.0,99.0
refused to say,41.0,2002,45.0,75.0,40.0,75.0
refused to say,48.0,2002,50.0,50.0,50.0,50.0
refused to say,29.0,2002,50.0,50.0,50.0,50.0
refused to say,42.0,2002,40.0,50.0,50.0,40.0
refused to say,19.0,2002,50.0,60.0,20.0,60.0
refused to say,55.0,2002,30.0,30.0,10.0,50.0
refused to say,26.0,2002,99.0,99.0,99.0,99.0
refused to say,29.0,2002,50.0,50.0,50.0,40.0
refused to say,51.0,2002,40.0,60.0,50.0,30.0
refused to say,34.0,2002,99.0,99.0,99.0,99.0
refused to say,45.0,2002,50.0,35.0,10.0,35.0
refused to say,42.0,2002,60.0,60.0,50.0,60.0
refused to say,5.0,2002,10.0,90.0,50.0,50.0
refused to say,8.0,2002,50.0,60.0,50.0,50.0
refused to say,22.0,2002,25.0,75.0,20.0,97.0
refused to say,6.0,2002,50.0,50.0,60.0,50.0
refused to say,53.0,2002,40.0,80.0,0.0,40.0
refused to say,27.0,2002,65.0,55.0,50.0,50.0
refused to say,6.0,2002,1.0,90.0,10.0,5.0
refused to say,6.0,2002,40.0,50.0,50.0,60.0
refused to say,21.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,20.0,75.0,10.0,50.0
refused to say,36.0,2002,50.0,55.0,50.0,55.0
refused to say,36.0,2002,70.0,60.0,50.0,70.0
refused to say,24.0,2002,60.0,20.0,50.0,60.0
refused to say,17.0,2002,75.0,70.0,80.0,50.0
refused to say,33.0,2002,40.0,75.0,60.0,41.0
refused to say,53.0,2002,50.0,50.0,99.0,99.0
refused to say,26.0,2002,80.0,70.0,50.0,60.0
refused to say,41.0,2002,10.0,80.0,20.0,20.0
refused to say,18.0,2002,50.0,60.0,50.0,50.0
refused to say,21.0,2002,60.0,40.0,30.0,50.0
refused to say,39.0,2002,6.0,10.0,99.0,99.0
refused to say,6.0,2002,80.0,60.0,75.0,70.0
refused to say,6.0,2002,10.0,55.0,0.0,45.0
refused to say,26.0,2002,65.0,65.0,50.0,45.0
refused to say,37.0,2002,20.0,80.0,50.0,50.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,4.0,2002,70.0,70.0,75.0,65.0
refused to say,21.0,2002,99.0,99.0,99.0,99.0
refused to say,48.0,2002,50.0,50.0,50.0,60.0
refused to say,1.0,2002,99.0,99.0,99.0,99.0
refused to say,46.0,2002,55.0,60.0,50.0,60.0
refused to say,19.0,2002,60.0,70.0,40.0,60.0
refused to say,42.0,2002,50.0,50.0,50.0,50.0
refused to say,22.0,2002,75.0,70.0,75.0,70.0
refused to say,42.0,2002,99.0,99.0,99.0,99.0
refused to say,41.0,2002,80.0,50.0,90.0,90.0
refused to say,12.0,2002,50.0,50.0,90.0,60.0
refused to say,8.0,2002,50.0,85.0,50.0,50.0
refused to say,41.0,2002,15.0,97.0,0.0,10.0
refused to say,51.0,2002,50.0,50.0,0.0,50.0
refused to say,22.0,2002,99.0,99.0,99.0,99.0
refused to say,39.0,2002,20.0,80.0,40.0,10.0
refused to say,6.0,2002,98.0,98.0,60.0,80.0
refused to say,37.0,2002,80.0,95.0,75.0,80.0
refused to say,47.0,2002,40.0,80.0,99.0,50.0
refused to say,6.0,2002,80.0,80.0,75.0,90.0
refused to say,6.0,2002,20.0,60.0,50.0,20.0
refused to say,6.0,2002,60.0,75.0,60.0,60.0
refused to say,51.0,2002,50.0,50.0,50.0,50.0
refused to say,42.0,2002,60.0,60.0,50.0,50.0
refused to say,39.0,2002,60.0,80.0,50.0,50.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,48.0,2002,50.0,60.0,50.0,70.0
refused to say,42.0,2002,98.0,98.0,98.0,60.0
refused to say,39.0,2002,50.0,50.0,50.0,50.0
refused to say,36.0,2002,60.0,30.0,50.0,60.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,55.0,2002,99.0,99.0,99.0,99.0
refused to say,49.0,2002,50.0,50.0,75.0,97.0
refused to say,24.0,2002,98.0,98.0,85.0,90.0
refused to say,48.0,2002,20.0,20.0,0.0,20.0
refused to say,39.0,2002,50.0,50.0,50.0,60.0
refused to say,49.0,2002,99.0,99.0,99.0,99.0
refused to say,53.0,2002,40.0,70.0,50.0,50.0
refused to say,19.0,2002,30.0,80.0,30.0,35.0
refused to say,42.0,2002,50.0,50.0,45.0,97.0
refused to say,39.0,2002,99.0,99.0,99.0,99.0
refused to say,48.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,70.0,40.0,50.0,55.0
refused to say,6.0,2002,40.0,40.0,85.0,85.0
refused to say,13.0,2002,99.0,99.0,99.0,99.0
refused to say,12.0,2002,95.0,95.0,97.0,50.0
refused to say,41.0,2002,50.0,50.0,50.0,50.0
refused to say,8.0,2002,50.0,50.0,50.0,40.0
refused to say,6.0,2002,85.0,45.0,50.0,68.0
refused to say,24.0,2002,55.0,65.0,50.0,70.0
refused to say,49.0,2002,50.0,70.0,50.0,50.0
refused to say,32.0,2002,70.0,20.0,50.0,50.0
refused to say,6.0,2002,60.0,30.0,97.0,80.0
refused to say,13.0,2002,50.0,50.0,0.0,98.0
refused to say,48.0,2002,40.0,40.0,10.0,45.0
refused to say,55.0,2002,99.0,99.0,99.0,99.0
refused to say,26.0,2002,60.0,60.0,50.0,60.0
refused to say,13.0,2002,20.0,90.0,50.0,40.0
refused to say,1.0,2002,60.0,50.0,50.0,65.0
refused to say,51.0,2002,20.0,90.0,30.0,20.0
refused to say,41.0,2002,50.0,50.0,40.0,50.0
refused to say,37.0,2002,99.0,99.0,99.0,99.0
refused to say,48.0,2002,60.0,70.0,70.0,50.0
refused to say,12.0,2002,45.0,95.0,25.0,75.0
refused to say,6.0,2002,50.0,50.0,50.0,50.0
refused to say,22.0,2002,50.0,50.0,30.0,75.0
refused to say,53.0,2002,50.0,50.0,60.0,50.0
refused to say,47.0,2002,50.0,75.0,25.0,50.0
refused to say,51.0,2002,60.0,85.0,85.0,55.0
refused to say,26.0,2002,70.0,70.0,80.0,80.0
refused to say,5.0,2002,50.0,50.0,20.0,40.0
refused to say,13.0,2002,50.0,20.0,97.0,80.0
refused to say,37.0,2002,50.0,50.0,40.0,50.0
refused to say,53.0,2002,55.0,70.0,0.0,45.0
refused to say,12.0,2002,50.0,50.0,50.0,50.0
refused to say,8.0,2002,40.0,60.0,50.0,50.0
refused to say,51.0,2002,50.0,40.0,50.0,70.0
refused to say,6.0,2002,50.0,75.0,50.0,25.0
refused to say,36.0,2002,75.0,50.0,50.0,75.0
refused to say,55.0,2002,50.0,50.0,25.0,75.0
refused to say,27.0,2002,40.0,30.0,99.0,99.0
refused to say,48.0,2002,0.0,97.0,70.0,70.0
refused to say,22.0,2002,98.0,98.0,98.0,98.0
refused to say,22.0,2002,50.0,50.0,10.0,40.0
refused to say,37.0,2002,35.0,60.0,5.0,50.0
refused to say,13.0,2002,1.0,97.0,97.0,1.0
refused to say,41.0,2002,50.0,50.0,40.0,40.0
refused to say,1.0,2002,5.0,3.0,8.0,10.0
refused to say,36.0,2002,80.0,80.0,50.0,70.0
refused to say,48.0,2002,98.0,80.0,50.0,50.0
refused to say,48.0,2002,99.0,99.0,99.0,99.0
refused to say,51.0,2002,50.0,60.0,50.0,80.0
refused to say,51.0,2002,40.0,70.0,80.0,50.0
refused to say,1.0,2002,2.0,8.0,1.0,3.0
refused to say,41.0,2002,40.0,40.0,50.0,50.0
refused to say,42.0,2002,50.0,50.0,40.0,60.0
refused to say,12.0,2002,50.0,50.0,99.0,50.0
refused to say,16.0,2002,50.0,40.0,50.0,50.0
refused to say,48.0,2002,50.0,50.0,50.0,50.0
refused to say,1.0,2002,70.0,60.0,50.0,60.0
refused to say,4.0,2002,50.0,50.0,50.0,50.0
refused to say,22.0,2002,40.0,80.0,0.0,20.0
refused to say,6.0,2002,50.0,75.0,20.0,40.0
refused to say,37.0,2002,20.0,80.0,0.0,10.0
refused to say,49.0,2002,35.0,45.0,40.0,40.0
refused to say,26.0,2002,55.0,50.0,45.0,50.0
refused to say,55.0,2002,30.0,60.0,40.0,50.0
refused to say,49.0,2002,50.0,25.0,97.0,90.0
refused to say,54.0,2002,25.0,65.0,0.0,50.0
refused to say,55.0,2002,99.0,99.0,99.0,99.0
refused to say,26.0,2002,99.0,99.0,99.0,99.0
refused to say,8.0,2002,60.0,60.0,65.0,70.0
refused to say,48.0,2002,50.0,50.0,50.0,50.0
refused to say,34.0,2002,99.0,99.0,99.0,99.0
refused to say,27.0,2002,40.0,80.0,30.0,40.0
refused to say,12.0,2002,50.0,50.0,50.0,50.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,36.0,2002,60.0,30.0,50.0,50.0
refused to say,47.0,2002,50.0,50.0,50.0,50.0
refused to say,19.0,2002,45.0,60.0,50.0,60.0
refused to say,26.0,2002,10.0,90.0,0.0,40.0
refused to say,53.0,2002,70.0,0.0,90.0,60.0
refused to say,24.0,2002,60.0,80.0,80.0,55.0
refused to say,6.0,2002,50.0,90.0,50.0,70.0
refused to say,39.0,2002,75.0,10.0,50.0,50.0
refused to say,48.0,2002,99.0,99.0,99.0,99.0
refused to say,54.0,2002,50.0,60.0,0.0,50.0
refused to say,27.0,2002,60.0,70.0,50.0,50.0
refused to say,42.0,2002,80.0,99.0,99.0,99.0
refused to say,47.0,2002,50.0,70.0,50.0,40.0
refused to say,5.0,2002,25.0,52.0,45.0,40.0
refused to say,17.0,2002,80.0,40.0,80.0,70.0
refused to say,24.0,2002,50.0,60.0,30.0,40.0
refused to say,49.0,2002,50.0,51.0,50.0,60.0
refused to say,45.0,2002,80.0,80.0,95.0,95.0
refused to say,48.0,2002,98.0,98.0,98.0,98.0
refused to say,6.0,2002,30.0,90.0,1.0,60.0
refused to say,5.0,2002,40.0,55.0,50.0,50.0
refused to say,51.0,2002,50.0,50.0,50.0,50.0
refused to say,39.0,2002,40.0,85.0,25.0,40.0
refused to say,51.0,2002,40.0,50.0,0.0,0.0
refused to say,29.0,2002,40.0,70.0,20.0,50.0
refused to say,37.0,2002,60.0,85.0,50.0,75.0
refused to say,26.0,2002,30.0,60.0,40.0,40.0
refused to say,17.0,2002,60.0,30.0,50.0,50.0
refused to say,22.0,2002,60.0,60.0,75.0,75.0
refused to say,26.0,2002,60.0,30.0,20.0,50.0
refused to say,6.0,2002,50.0,50.0,50.0,50.0
refused to say,26.0,2002,97.0,0.0,50.0,97.0
refused to say,6.0,2002,20.0,97.0,50.0,50.0
refused to say,8.0,2002,50.0,50.0,50.0,50.0
refused to say,48.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,1.0,2002,40.0,70.0,30.0,40.0
refused to say,19.0,2002,30.0,75.0,50.0,50.0
refused to say,26.0,2002,99.0,99.0,99.0,99.0
refused to say,56.0,2002,50.0,75.0,50.0,50.0
refused to say,38.0,2002,70.0,20.0,50.0,50.0
refused to say,25.0,2002,60.0,15.0,50.0,50.0
refused to say,48.0,2002,40.0,60.0,50.0,40.0
refused to say,17.0,2002,98.0,98.0,50.0,75.0
refused to say,6.0,2002,50.0,55.0,60.0,65.0
refused to say,55.0,2002,40.0,50.0,80.0,40.0
refused to say,55.0,2002,50.0,50.0,50.0,50.0
refused to say,48.0,2002,40.0,90.0,70.0,60.0
refused to say,36.0,2002,40.0,40.0,0.0,98.0
refused to say,18.0,2002,40.0,50.0,5.0,40.0
refused to say,49.0,2002,70.0,40.0,70.0,60.0
refused to say,36.0,2002,65.0,45.0,50.0,75.0
refused to say,41.0,2002,80.0,50.0,30.0,40.0
refused to say,48.0,2002,50.0,50.0,60.0,50.0
refused to say,9.0,2002,30.0,80.0,99.0,5.0
refused to say,19.0,2002,0.0,80.0,0.0,30.0
refused to say,39.0,2002,85.0,85.0,85.0,85.0
refused to say,16.0,2002,50.0,50.0,50.0,50.0
refused to say,36.0,2002,45.0,39.0,56.0,70.0
refused to say,55.0,2002,20.0,15.0,20.0,75.0
refused to say,27.0,2002,97.0,0.0,50.0,97.0
refused to say,51.0,2002,60.0,60.0,20.0,40.0
refused to say,48.0,2002,98.0,98.0,98.0,98.0
refused to say,42.0,2002,50.0,50.0,50.0,50.0
refused to say,36.0,2002,40.0,75.0,50.0,20.0
refused to say,48.0,2002,80.0,20.0,50.0,50.0
refused to say,25.0,2002,80.0,70.0,40.0,80.0
refused to say,48.0,2002,90.0,97.0,0.0,40.0
refused to say,12.0,2002,5.0,4.0,2.0,2.0
refused to say,39.0,2002,1.0,97.0,50.0,10.0
refused to say,6.0,2002,60.0,50.0,20.0,50.0
refused to say,1.0,2002,40.0,50.0,20.0,50.0
refused to say,25.0,2002,75.0,50.0,20.0,75.0
refused to say,48.0,2002,50.0,60.0,60.0,75.0
refused to say,56.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,80.0,20.0,50.0,50.0
refused to say,53.0,2002,40.0,60.0,50.0,50.0
refused to say,39.0,2002,99.0,99.0,99.0,99.0
refused to say,32.0,2002,60.0,45.0,50.0,45.0
refused to say,53.0,2002,70.0,60.0,90.0,80.0
refused to say,22.0,2002,65.0,95.0,30.0,50.0
refused to say,36.0,2002,99.0,99.0,99.0,99.0
refused to say,26.0,2002,20.0,80.0,0.0,50.0
refused to say,1.0,2002,40.0,60.0,50.0,50.0
refused to say,48.0,2002,20.0,20.0,1.0,25.0
refused to say,27.0,2002,50.0,65.0,50.0,40.0
refused to say,55.0,2002,99.0,99.0,99.0,99.0
refused to say,26.0,2002,50.0,98.0,60.0,50.0
refused to say,47.0,2002,40.0,80.0,50.0,90.0
refused to say,17.0,2002,40.0,70.0,50.0,45.0
refused to say,49.0,2002,50.0,70.0,0.0,70.0
refused to say,6.0,2002,50.0,70.0,50.0,40.0
refused to say,53.0,2002,5.0,2.0,70.0,1.0
refused to say,6.0,2002,5.0,80.0,5.0,50.0
refused to say,36.0,2002,55.0,40.0,50.0,50.0
refused to say,27.0,2002,50.0,40.0,40.0,60.0
refused to say,5.0,2002,40.0,75.0,30.0,50.0
refused to say,53.0,2002,45.0,80.0,10.0,50.0
refused to say,55.0,2002,40.0,60.0,99.0,60.0
refused to say,9.0,2002,50.0,60.0,30.0,50.0
refused to say,42.0,2002,60.0,75.0,50.0,65.0
refused to say,55.0,2002,75.0,50.0,50.0,65.0
refused to say,27.0,2002,45.0,60.0,50.0,50.0
refused to say,25.0,2002,90.0,45.0,50.0,50.0
refused to say,36.0,2002,99.0,99.0,99.0,99.0
refused to say,53.0,2002,60.0,50.0,60.0,50.0
refused to say,36.0,2002,99.0,99.0,99.0,99.0
refused to say,51.0,2002,50.0,80.0,60.0,75.0
refused to say,36.0,2002,50.0,50.0,50.0,60.0
refused to say,18.0,2002,40.0,60.0,70.0,40.0
refused to say,8.0,2002,20.0,80.0,20.0,30.0
refused to say,26.0,2002,10.0,90.0,0.0,75.0
refused to say,47.0,2002,50.0,50.0,10.0,50.0
refused to say,55.0,2002,50.0,50.0,0.0,50.0
refused to say,25.0,2002,50.0,50.0,50.0,50.0
refused to say,6.0,2002,40.0,60.0,40.0,50.0
refused to say,39.0,2002,65.0,80.0,60.0,60.0
refused to say,51.0,2002,98.0,98.0,97.0,80.0
refused to say,36.0,2002,50.0,50.0,40.0,50.0
refused to say,29.0,2002,80.0,80.0,50.0,50.0
refused to say,41.0,2002,50.0,50.0,50.0,50.0
refused to say,56.0,2002,45.0,55.0,50.0,50.0
refused to say,12.0,2002,45.0,60.0,50.0,49.0
refused to say,20.0,2002,50.0,60.0,50.0,60.0
refused to say,37.0,2002,99.0,99.0,99.0,99.0
refused to say,51.0,2002,75.0,25.0,50.0,50.0
refused to say,51.0,2002,98.0,40.0,0.0,10.0
refused to say,9.0,2002,30.0,50.0,50.0,40.0
refused to say,36.0,2002,50.0,70.0,50.0,50.0
refused to say,13.0,2002,70.0,80.0,50.0,80.0
refused to say,51.0,2002,97.0,20.0,50.0,80.0
refused to say,47.0,2002,0.0,97.0,20.0,20.0
refused to say,17.0,2002,40.0,40.0,99.0,60.0
refused to say,1.0,2002,98.0,70.0,20.0,70.0
refused to say,39.0,2002,50.0,75.0,10.0,50.0
refused to say,47.0,2002,50.0,50.0,10.0,60.0
refused to say,42.0,2002,10.0,70.0,40.0,0.0
refused to say,4.0,2002,65.0,62.0,72.0,72.0
refused to say,22.0,2002,90.0,90.0,1.0,90.0
refused to say,36.0,2002,50.0,50.0,50.0,70.0
refused to say,39.0,2002,70.0,95.0,60.0,80.0
refused to say,42.0,2002,60.0,90.0,50.0,85.0
refused to say,6.0,2002,50.0,50.0,60.0,40.0
refused to say,13.0,2002,30.0,80.0,30.0,40.0
refused to say,6.0,2002,40.0,85.0,99.0,35.0
refused to say,13.0,2002,40.0,60.0,99.0,99.0
refused to say,20.0,2002,50.0,50.0,98.0,50.0
refused to say,1.0,2002,25.0,75.0,30.0,40.0
refused to say,36.0,2002,70.0,60.0,97.0,98.0
refused to say,36.0,2002,99.0,99.0,99.0,99.0
refused to say,40.0,2002,50.0,50.0,50.0,80.0
refused to say,13.0,2002,98.0,98.0,30.0,98.0
refused to say,12.0,2002,55.0,68.0,50.0,50.0
refused to say,40.0,2002,50.0,50.0,50.0,50.0
refused to say,24.0,2002,50.0,50.0,97.0,50.0
refused to say,18.0,2002,50.0,10.0,50.0,50.0
refused to say,47.0,2002,30.0,75.0,10.0,50.0
refused to say,1.0,2002,60.0,30.0,50.0,75.0
refused to say,47.0,2002,50.0,40.0,50.0,40.0
refused to say,12.0,2002,60.0,10.0,50.0,60.0
refused to say,6.0,2002,50.0,50.0,40.0,50.0
refused to say,9.0,2002,0.0,10.0,0.0,25.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,55.0,2002,40.0,70.0,0.0,40.0
refused to say,29.0,2002,97.0,97.0,60.0,97.0
refused to say,51.0,2002,50.0,70.0,50.0,60.0
refused to say,12.0,2002,20.0,95.0,10.0,50.0
refused to say,34.0,2002,80.0,80.0,55.0,80.0
refused to say,6.0,2002,50.0,50.0,60.0,60.0
refused to say,34.0,2002,40.0,70.0,50.0,60.0
refused to say,51.0,2002,99.0,99.0,99.0,99.0
refused to say,6.0,2002,60.0,30.0,40.0,40.0
refused to say,19.0,2002,50.0,50.0,50.0,50.0
refused to say,40.0,2002,50.0,40.0,0.0,50.0
refused to say,19.0,2002,40.0,25.0,0.0,30.0
refused to say,12.0,2002,20.0,90.0,5.0,15.0
refused to say,48.0,2002,20.0,80.0,80.0,80.0
refused to say,38.0,2002,25.0,25.0,99.0,50.0
refused to say,18.0,2002,30.0,60.0,60.0,80.0
refused to say,6.0,2002,70.0,70.0,60.0,80.0
refused to say,1.0,2002,30.0,50.0,20.0,60.0
refused to say,36.0,2002,50.0,70.0,75.0,75.0
refused to say,36.0,2002,98.0,50.0,40.0,99.0
refused to say,27.0,2002,40.0,80.0,50.0,60.0
refused to say,54.0,2002,60.0,60.0,70.0,75.0
refused to say,42.0,2002,80.0,50.0,80.0,80.0
refused to say,19.0,2002,55.0,45.0,55.0,50.0
refused to say,31.0,2002,50.0,50.0,50.0,50.0
refused to say,24.0,2002,40.0,85.0,50.0,40.0
refused to say,18.0,2002,60.0,70.0,40.0,75.0
refused to say,41.0,2002,75.0,70.0,80.0,80.0
refused to say,55.0,2002,99.0,99.0,99.0,99.0
refused to say,12.0,2002,50.0,75.0,50.0,50.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,55.0,2002,50.0,95.0,65.0,85.0
refused to say,5.0,2002,0.0,90.0,0.0,0.0
refused to say,42.0,2002,50.0,65.0,50.0,50.0
refused to say,6.0,2002,35.0,55.0,45.0,50.0
refused to say,27.0,2002,50.0,50.0,80.0,70.0
refused to say,24.0,2002,65.0,40.0,60.0,60.0
refused to say,36.0,2002,99.0,80.0,99.0,99.0
refused to say,51.0,2002,40.0,70.0,20.0,50.0
refused to say,8.0,2002,75.0,65.0,0.0,50.0
refused to say,46.0,2002,10.0,80.0,20.0,20.0
refused to say,1.0,2002,99.0,99.0,99.0,99.0
refused to say,8.0,2002,80.0,50.0,50.0,50.0
refused to say,24.0,2002,40.0,40.0,65.0,65.0
refused to say,55.0,2002,80.0,60.0,50.0,50.0
refused to say,42.0,2002,25.0,75.0,25.0,25.0
refused to say,28.0,2002,99.0,99.0,99.0,99.0
refused to say,48.0,2002,20.0,70.0,20.0,30.0
refused to say,47.0,2002,65.0,85.0,0.0,65.0
refused to say,48.0,2002,45.0,50.0,50.0,40.0
refused to say,6.0,2002,99.0,99.0,99.0,99.0
refused to say,8.0,2002,70.0,40.0,50.0,50.0
refused to say,48.0,2002,50.0,50.0,50.0,50.0
refused to say,18.0,2002,50.0,50.0,40.0,40.0
refused to say,25.0,2002,85.0,25.0,90.0,97.0
refused to say,5.0,2002,98.0,98.0,10.0,50.0
refused to say,17.0,2002,99.0,99.0,99.0,99.0
refused to say,12.0,2002,75.0,75.0,0.0,50.0
refused to say,19.0,2002,50.0,70.0,45.0,40.0
refused to say,32.0,2002,0.0,20.0,0.0,0.0
refused to say,51.0,2002,1.0,90.0,10.0,50.0
refused to say,9.0,2002,50.0,60.0,50.0,60.0
refused to say,6.0,2002,50.0,50.0,50.0,51.0
refused to say,6.0,2002,40.0,65.0,50.0,30.0
refused to say,24.0,2002,50.0,50.0,0.0,98.0
refused to say,39.0,2002,25.0,75.0,0.0,50.0
refused to say,1.0,2002,98.0,98.0,98.0,98.0
refused to say,17.0,2002,99.0,99.0,99.0,99.0
refused to say,36.0,2002,99.0,99.0,99.0,99.0
refused to say,26.0,2002,85.0,40.0,80.0,70.0
refused to say,51.0,2002,99.0,99.0,99.0,99.0
refused to say,1.0,2002,10.0,30.0,80.0,97.0
refused to say,51.0,2002,60.0,20.0,99.0,99.0
refused to say,29.0,2002,99.0,99.0,99.0,99.0
refused to say,53.0,2002,20.0,70.0,15.0,50.0
refused to say,42.0,2002,80.0,0.0,80.0,20.0
refused to say,53.0,2002,85.0,70.0,65.0,75.0
refused to say,39.0,2002,75.0,50.0,97.0,95.0
refused to say,22.0,2002,25.0,75.0,0.0,50.0
refused to say,22.0,2002,99.0,99.0,99.0,99.0
refused to say,27.0,2002,40.0,70.0,1.0,50.0
refused to say,26.0,2002,50.0,50.0,50.0,50.0
refused to say,27.0,2002,10.0,90.0,0.0,0.0
refused to say,36.0,2002,50.0,50.0,60.0,50.0
refused to say,36.0,2002,99.0,99.0,99.0,99.0
refused to say,27.0,2002,40.0,60.0,45.0,45.0
